condition,model,x,y
Ca_wave_simple_SERCA_SOCE,1.2,2000,184.34
Ca_wave_simple_SERCA_SOCE,1.2,2000,159.07
Ca_wave_simple_SERCA_SOCE,1.2,2000,136.43
Ca_wave_simple_SERCA_SOCE,1.2,2000,153.60
Ca_wave_simple_SERCA_SOCE,2.4,0175,81.41
Ca_wave_simple_SERCA_SOCE,2.4,0175,24.29
Ca_wave_simple_SERCA_SOCE,2.4,0175,43.47
Ca_wave_simple_SERCA_SOCE,2.4,0175,95.03
Ca_wave_simple_SERCA_SOCE,2.4,0175,98.14
Ca_wave_simple_SERCA_SOCE,2.4,0175,249.37
Ca_wave_simple_SERCA_SOCE,2.4,0175,56.25
Ca_wave_simple_SERCA_SOCE,2.4,0175,88.62
Ca_wave_simple_SERCA_SOCE,2.4,0175,279.00
Ca_wave_simple_SERCA_SOCE,2.4,0175,132.34
Ca_wave_simple_SERCA_SOCE,2.4,0350,68.03
Ca_wave_simple_SERCA_SOCE,2.4,0350,65.54
Ca_wave_simple_SERCA_SOCE,2.4,0350,63.25
Ca_wave_simple_SERCA_SOCE,2.4,0350,65.30
Ca_wave_simple_SERCA_SOCE,2.4,0350,68.09
Ca_wave_simple_SERCA_SOCE,2.4,0350,75.25
Ca_wave_simple_SERCA_SOCE,2.4,0350,65.10
Ca_wave_simple_SERCA_SOCE,2.4,0350,74.57
Ca_wave_simple_SERCA_SOCE,2.4,0350,64.31
Ca_wave_simple_SERCA_SOCE,2.4,0350,72.10
Ca_wave_simple_SERCA_SOCE,2.4,0700,102.03
Ca_wave_simple_SERCA_SOCE,2.4,0700,106.91
Ca_wave_simple_SERCA_SOCE,2.4,0700,100.40
Ca_wave_simple_SERCA_SOCE,2.4,0700,118.55
Ca_wave_simple_SERCA_SOCE,2.4,0700,82.75
Ca_wave_simple_SERCA_SOCE,2.4,0700,106.47
Ca_wave_simple_SERCA_SOCE,2.4,0700,100.30
Ca_wave_simple_SERCA_SOCE,2.4,0700,104.58
Ca_wave_simple_SERCA_SOCE,2.4,0700,82.93
Ca_wave_simple_SERCA_SOCE,2.4,0700,120.00
Ca_wave_simple_SERCA_SOCE,2.4,1050,156.98
Ca_wave_simple_SERCA_SOCE,2.4,1050,144.09
